username profile,rate,date,reviews
Piino,5,07-08-2021 03:18 PM,"Ini cocok buat yang rambutnya kering, ngembang, bercabang, pecah2, yg bekas diwarnai juga cocok, karena pas aku pake masker ini tuh keadaan rambut aku sama kayak yang aku sebutin tadi dan hasilnya soo gewd! gak terlalu mahal dan gampang dicarinya! kalo makenya rutin pasti rambutnya nurut"
budidi88,5,02-08-2021 02:59 PM,"Ini masker rambut kesukaan 😁 bikin lembut, wanginya jg khas.. dan mudah bgt didapet dimana2. Jdnya bs rajin dan sering maskeran sehingga rambut bs lbh sehat. Aku pribadi dr dl jarang ke salon buat creambath, dan lbh suka pake beginian di rmh, dgn frekwensi yg lbh sering.. efeknya lbh nampol 👍"
sjoy88,5,02-08-2021 02:52 PM,Mantep nih suka banget sama wanginya yg maniss manis segerr dirambut aku tahan sampe beberapa hari sepertinya +- 3 harii. Setelah pake ini ketombe jadi kehempas semua. Rambut juga jadinya halus lembut dan nurut lah pokoknyaaa. Dan dari semua varian rasa menurutku ini sih yg paling mantepp wanginya 👍🏽👍🏽Udah berkali kali repurchase produk iniii karena harganyaa terjangkau dan gampang ditemuin hampir dibeberapa mini market.
VanessaFederika1,4,01-08-2021 07:47 AM,"agak kurang suka sama baunya ya, eneg gitu lama lama, tapi dari segi tekstur dan hasilnya overall suka meskipun ga tahan lama, sebelum pake ini rambut kering parah karena di bleaching, terus setelah pake ini jadi lumayan halus setelah keramas, tapi besokannya kerasa kering lagi, repurchase? no, lebih suka yang varian aloe"
tsuyusauce,5,31-07-2021 01:53 AM,"Pas pake ini tuh paling aku suka wanginya yang enak banget terus awet, terus rambutnya tuh lembut dan gak kasar. Tapi setelah keramas hasilnya masih agak kering untuk rambutku yang super kering tapi sebelum pake matrix biolage hydra mask ini produk favorit aku juga dan harganya affordable terus gampang dicari sama ada kemasan sachetnya."
rycha_olin,5,30-07-2021 06:26 AM,efek rambut di bleaching tuh kan kering banget ya.. apalagi unjung2 rambut.. kalo lagi mager.. cuman shampo an aja ga pake treatment apa2.. rambut gw udaaahlah.. ga usah d tanya.. kering kerontang.. tapi hair mask makarizo yg ini bisa banget bikin rambut jadi ga garing.. lebiglh sehat.. apalagi rajin pakenya seminggu 2 kali lah.. wanginya juga enak..
nsdfhtr,5,29-07-2021 03:17 AM,yes banget! baunya enak banget dan awet seminggu ga keramas kayanya masih wangi deh. ini best hair product juga buat buat aku karena lumayan bikin rambut aku jadi lebih halus. tapi kali ukuran sasetnya di aku yang rambutnya rusak parah ini kurang sih. jadi selalu beli banyak buat stok karena suka. udah repurchase berkali-kali
devi_sitorus,3,22-07-2021 11:20 AM,"tekstur lebih creamy, wanginya kayak wangi jamu2an obat gt, jd aku kurang suka. hasilnya juga nggak sesuai harapan, biasa aja trnyata. masih lebih enak pakai yang varian hair fall, mana aku beli yg jar besar. ntar kalau ini habis, aku balik ke varian yang tutupnya hijau."
Inrika,4,21-07-2021 06:43 PM,"Waktu itu stress banget karena terus-terusan ketombean parah. Akhirnya di saranin sama orang salon buat ganti conditioner pakai hair makarizo ini. Suka sama wanginya. Pasca pemakaian di bilas air dingin rambut langsung lembut dan halus, tanpa harus di hair dryer atau di blow. Jadi enteng dan ngga kusut. Karena ganti conditioner ke produk ini alhasil ketombeku berkurang."
Tamekari,5,21-07-2021 07:44 AM,"Teksturnya creamy, aromanya royal jelly agak maskulin gitu sih menurutku. Pas diapply ke rambut terus massage ada efek dinginnya gitu, relaxing banget. Setelah dibilas kulit jadi super halus, wanginya bisa bertahan 2-3harian kalau stay dirumah terus. Ini bener-bener ngebantu aku ngatasin permasalahan rambut kering dan rontok"
damairia,5,20-07-2021 03:53 PM,"ini produk keren banget, rambutky rontok parah, kasar dan ngembang. pake ini baru 2x sih, belinya sachet buat 2x, rambut tontok berkurang signifikan, wanginya tahan lama, aku kramas 3-4hari 1x, baunya masih ada"
eireneganap,5,19-07-2021 04:30 PM,"Hairmask yang luar biasa membantu rambut kekeringan akuuu.. tp akunya aj yang suka ga punya waktu cukup utk rutin pake.. dr awal pemakaian udh jatuh cinta sama wangi dan tekturnya yg creamy thick.. aku belum pernah creambath yg bener² pake ini krn paling lama cm bisa diemin 3mnt dan bilas..itupun rambut jd lembut dan halus, wanginya awet sampai besokkannya walaupun aku panas²an.."
davvvina,5,19-07-2021 06:33 AM,wanginyaaa softt bgt enakk habis dibilass kerasa bgt rambut jadi lgsg haluss gituu. aku beli yg sachetan juga lumayan dpt 60ml bisa dipake 2 sampe 3 kali hrgnya juga murah bgt. aku first time sih pake ini semoga beneran bisa bikin rambut ga rusak dan ga kering lagi...
zahraaiisyah_,5,19-07-2021 04:25 AM,"aku udah pakai ini dari lama dan selalu punya stock dirumah. Biasanya aku beli yang sachet karena lebih murah hehe. kemasannya dari plastik berwarna orange menyala dan bisa dipakai beberapa kali, jadi aku pindahin ke jar biar lebih higienis. Teksturnya cukup thick, warnanya orange muda, wanginya enak bangettttt! manis gituu. Masker ini mengandung Asam Amino Keratin, Royal Jelly, dan Omega 6 dari Minyak Nabati Passiflora yang bisa melembabkan rambut. Biasanya aku pakai ini setelah shampoo. Setelah pemakain rambut terasa halus dan lembut bangett. Wanginya juga nempel banget di rambut. Menurutku harganya juga affordable, recommended banget lahh apalagi buat yang punya masalah rambut kering dan kasar."
Wigi,4,18-07-2021 06:17 AM,"Klaimnya adalah memperbaiki dan menutrisi dari akar hingga batang rambut, rambut jadi sehat, kuat, berkilau berkat kandungan asam amino keratin. Yg aku rasa, kayanya ini perlu pemakaian rutin dulu baru bisa dapet rambut kaya klaim tadi. Lanjut lagi, melembabkan rambut kering dan memperbaiki rambut rusak karena mengandung ekstrak royal jelly dan omega 6 dari minyak nabati passiflora. Kalo soal melembabkan sih bisa langsung bgt berasa, tapi bukan yg bikin lepek gitu ya. Isi 60ml untuk rambut sebahu dgn ketebalan medium kaya aku sih bisa 2x pemakaian, tapi kalo pgn wangi bgt bisa dipake semua. Wanginya awal2 kaya bedak bayi (?), lama2 baru kecium wangi khas royal jelly. Produknya lembut, warnanya peach, gampang diratakan dan dibilas (nggak licin). Rambut jadi lembut & lemes gitu. Enak deh kalo dielus2 hehe"
vikavrizilia,4,17-07-2021 06:19 AM,"Variant royal jelly ini klaimnya untuk merawat rambut kering jadi bisa disimpulkan fungsinya untuk melembabkan rambut yaa. Tapi result untuk melembabkannya sih gaada sama sekali kalau di aku, rambut tetap kering kayak biasanya walaupun udah pake ini rutin. Tapi sehabis pakai ini rambut emang langsung lemes dan mudah diatur. Pokoknya lembuttt banget deh, tapi cuma bertahan 1-2 hari aja. Isinya juga banyak banget dengan harga affordable. Jadi ini worth to try juga kok~"
mutiarafatimahekaputri,4,12-07-2021 09:24 AM,"meskipun ga cocok sama shampoo, aku masih nekat mau pake conditioner aja. karena ga kena kulit kepala gitu kan pemakaiannya. Efeknya rambut jadi halus lembut dan gampang diatur. wanginya juga enak bgt. tapi bilasnya itu loh lama. karena licinnya berasa ga ilang-ilang. dan aku sering harus keramas tiap hari karena dia entah kenapa bikin rambut cepet lepek"
Lily10,4,11-07-2021 01:38 PM,"Suka banget sama produk yang satu ini, wanginya nempel kemana-mana, solusi creambath sendiri di rumah,pas pertama apply bau menthol nyengat banget tapi lama2 kaya bau kopi,yang paling aku suka dari produk ini setelah dibilas dan dikeringin sekilasbaunya mirip parfum H*NS org*sm wkwk atau cuma perasaan aku aja, rambutku juga jadi lebih halus dan mudah diatur,harus repurchase sih ini"
cindytupan,5,10-07-2021 06:40 PM,"Oke banget deh buat yg pengen creambath di rumah bisa banget dapat manfaatnya pake makarizo ini. Wanginya mirip wangi salon, enak, krimnya aku beli yg sachet dan isinya lumayan banyak kok. Kalo rambut pendek bisa pake 2x lah. Trus cara pakenya pun simple, efeknya dapet. Setelah pake ini rambut lebih halus, bouncy, ringan gitu dan kulit kepala berasa fresh."
chiaramykenzie,5,09-07-2021 04:22 AM,"liat makarizo di tiktok katanya bisa buat rambut yg rusak grgr bleaching. nah pas banget di posisi itu rambutku kering ngembang grgr dibleaching aplg pas itu msh virgin hahahah. trus pas ke lottemart nyoba beli yg sasetan royal jelly ini buat rambut kering. pas pulang aku cobain, dr wanginya aja aku lgsg suka gilaaa, manis enak gitu. pas dibilas, rambut lgsg halus lembut bener” jatuh. suka banget!! temen aku sampe kuracunin inii saking sukanyaaaaaa🥰🥰"
julianalidya,3,07-07-2021 06:55 PM,"lupa beli di mana. first of all, sumpah baunya enak bgtt nempel ke mana mana sampe bantalku jd ikutan wangiii! suka bgt sama baunyaaa, bikin rambut alus luar biasaa. tapi bikin kulit kepala aku gatel kl panes lepek gitu, gapaham deh kenapaa. ttp recommended sih buat kalian, karna permasalahannya cuma dr aku pribadi aja"
salmazeezah,4,05-07-2021 10:26 AM,"Baru banget barusan pake ini dah emang ngebuat rambut aku yang super dry ini jadi lemes gitu halus jugakk!! Seneng bgt dan pengen creambath trs bawaannya texturenya super soft cream gitu dan wangi bgt after nya juga setelah bilas, blm mau repurchase bcs i’ll try creambath yg lagi viral itu xixixi"
fannysurbakti9,5,05-07-2021 09:45 AM,"Suka banget pakai ini, tau ini karena ada anggota keluarga yang pakai dan jatuh cinta sama wanginya. Wanginya enak banget, harusnya Makarizo buat parfum dari produk ini, serius dah. Habis pakai ini ketemuan sama pacar pernah dibilang wangi banget, padahal ga pakai parfume. Pas pakai ini di kepala rasanya enak, dingin emang kaya maskeran di salon sih. Hasilnya lembut. Kalau pakai ini trus nyatok rambut (tentunya pakai heat protector) lebih tahan lama hasilnya, aku juga gatau kenapa. Sebagus itu 🥰"
Slezia,5,03-07-2021 12:44 PM,"Masker rambut yang selalu aku gunakan setiap kali rambut lepek ya masker dari makarizo ini. Biasanya beli yang sachetan karena lebih terjangkau harganya. Masker rambut ini bagus banget. Bikin rambut semakin terass halus dan lembut, bahkan tidak lepek juga. Rambutku jadi wangi banget, wanginya soft dan tahan sampai 2 hari (kalau tidak beraktifitas di luar ruangan). Meski bikin rambutku makin mengembang, tapi produk ini tetaplah nomer 1."
anindalaksita,4,02-07-2021 11:26 AM,"Baguuuuus, rambutku tipe yg kering dan ngembang bgt, tiap habis pake ini tuh rasanya rambut jd kalem bgt…trs jd ga gampang awut2an dan tahan lama kalo abis distyling. Pengen coba varian yg lainnya sih, soalnya yg royal jelly ini baunya kurang enak menurutku"
soohie,5,02-07-2021 09:48 AM,enak bgt wanginya sama halus bgt setelah nya. apalagi buat rambut yang kering dan bercabang enak bgt. trs berasa kyk abis dari salon terus. wanginya sampe kemana² kadang sampo aja kalah sama wanginya ini. luv luv banget lah sama produk ini 😭😭😭
dearivani,5,01-07-2021 09:58 AM,"Pakai ini udah lama banget, wanginya enak dan lembut ke rambut. Pilih ini buat tambahan perawatan setelah Keramas 2 (dua) kali seminggu. Biar maksimal pakai juga Shampoo juga advisor vitamaxnya terutama setelah catok rambut 😉👌🏼 Makarizo selalu jadi pilihan buat perawatan rambut sih sejauh ini"
FikaaaDK,5,30-06-2021 10:13 PM,"enak bangettttttt, wanginya kaya jamu, wkwk. gak si tp ini bagus serius bikin rambut lemes, tp skrg udah rusak lagi karna lama bgt gapake, bilasnya pake air hanget biar gk ada residu. Ini nenangin kapan2 repurchase dah, kan enak di kos mandi lama smbil healing di kamar mandi"
Suuccciiii,5,29-06-2021 02:45 PM,"Udah jadiin ini pengganti conditioner sejak lama. Make ini bikin rambut lembut dan gampang diatur sejak pertama kali pake. Ga usah make tebel-tebel biar bilasnya gampang, tapi gitu aja cukup bikin rambut gampang diatur lebih dari sehari. Buat rambut rontokku ini malah super membantu karna rambut kusut tuh udah jarang banget. Wanginya lembut, ga nyengat dan lumayan tahan seharian. Oke banget guys!!!"
nica_lea,5,29-06-2021 08:07 AM,"wanginya beneran awet banget, teksturnya ya seperti creambath biasanya. tapi dia bikin rambut jadi gampang di atur bahkan pas lagi tahap pembilasan, dan ngerasain banget lembutnya sejak awal pengaplikasian, dan dia ngasih kelembutan dari keratinnya bahkan setelah rambutnya kering pun dia masih lembut banget"
MuthiaBilqis,5,29-06-2021 12:17 AM,"hair mask ini enak banget dari wangi yang calming, tekstur yang mudah diaplikasikan, dari sekian banyak variannya, aku paling suka yang varian madu ini, rambut bener-bener jadi lembut dan wanginya awet, gampang banget buat disisir, rekomen banget sih untuk rambutnya yang kusut."
aasagungdewi,5,27-06-2021 05:57 PM,"Makarizo hair energy yang cocok untuk rambutku itu varian royal jelly ini. Bisa bikin rambut jadi haluus banget. Makarizo hair energy ini untuk creambath ya, jadi bisa dipakai ke kulit kepala, lalu dipijit"" agar meresap, lalu didiamkan sekitar 15-30 menit. Pasti hasilnya mantul banget 😍"
rizkianigitha,3,27-06-2021 05:59 AM,"hehe gatau kenapa kok rambutku ga cocok bgt ya dikasih hair mask makarizo ini. selain aku kurang suka baunya yg royal jelly ini, rambutku sering bgt jadi rontok setelah pake hair mask. belum lagi dia yg teksturnya lengket bgt ke rambut bener2 harus lama ngebilasnya sampe ga licin2 amat"
CindySM,3,23-06-2021 07:25 AM,"Di awal pemakaian jujur kaya enak banget, lembut udh gitu wangi kan yang jelas sih nyisir rambut pun jadi gampang, karena rambut aku emg gampang kusut. Tapi setelah lama pake jadi biasa aja dan ga ngasih efek rambut kita jadi berkilau yah, cuman ngasih efek lembut aja (kaya cuman pake conditioner biasa) , jadi jgn berekspekatasi yang gimana gimana hehe"
kiranaga,4,20-06-2021 11:11 PM,"Ini enak banget afternya, rambut jadi haluuuus banget. Pokoknya dari produknya gak ada protes lah, bagus. Tapi yang aku kurang suka adalah wanginya, dia wanginya jadul gitu, kayak bedak/kosmetik wanita jadul. Wangi yg sering tercium di rumah nenek aku. Bukan yg gaenak juga sih tapi aku kurang suka rambut aku tercium kayak org jadul, masih mau cari yg lebih aku suka wanginya"
fietmama,4,18-06-2021 12:51 PM,"Wanginya aku suka, enak banget berasa abis dari salon. Kalau pakai ini harus sabar sabar dikamar mandi karena nunggu meresapnya kan 10-15 menit ya, tapi jangan kelamaan nanti malah kepanasan kulit kepalanya. Jadi lembut aja gitu, halus rambutnya."
Silvaisnanip,5,14-06-2021 09:08 AM,"Rambut aku kering dan ngembang. Kalo pake ini jadi lembut bgt dan gak ngembang lagi. Wanginya itu awet banget. Walaupun aku keramas lagi wanginya masih tetep ada. Ini udah jar ketiga aku, harganya worth it bgt dan juga awet, pas dipke ada sensasi kaya mintnya gitu dingin. Untuk rambut yang kering dan ngembang ini sangat recommended!"
syarahnf,5,14-06-2021 06:31 AM,"The best hair treatment ever, and yet love its low price. Bikin rambut aku jatuh dan lembut banget. After effect setelah keramasnya pun bagus, biasanya setelah keramas rambut aku frizzy banget, dan ini bener2 less frizzy sih. Wanginya juga enak dan tahan sampai 4 hari, pas dipakai ada cooling sensationnya. Semoga aja bisa cocok terus sama produk ini"
fionass,5,03-06-2021 02:48 AM,"Hai hari ini mau review makarizo hair creambatnya!! Dari segi packacking, menurutku bentuknya unik dan warna orange gitu. Untuk wangi, wangi creambath ini Jura banget sihh, dan wanginya itu soft gitu , nggak nusuk hidung. Untuk tekstur, cream nya itu halus dan lembut. Jadinya enak dipakai. Setelah aku pakai crembath ini, rambutku jadi halus , lembut, wangi, pokoknya sehat banget. Dan yang aku suka sih rambutku jadi wangi bangetttt. Jujur suka banget sama hair creambath ini, sebelum aku pakai rambut ku itu kering banget dan setelah pakai rambutku jadi halus dan lembut. Untuk dari segi harga, memang lumayan mahal tapi walaupun agak mahal, manfaatnya bagus banget untuk rambutku. Beli lagi? Pastilah beli lagi, tapi harus nabung hehhe."
mysthiccque,4,02-06-2021 03:47 AM,"gatau kenapa produk ini ga terlalu ngaruh jadi lembut kalo di rambutku yg emg tebal dan lumayan kasar, tapi sebenernya wanginya enak kok, cuma pas pengaplikasiannya aja yg menurutku cukup menyengat, setelah 2 harian kalo dicium wanginya enak kyk parfum apa gitu, untuk wanginya bisa bertahan lebih dari 2 hari ya guys, repurchase? maybe yes"
arinfatmalasari,5,01-06-2021 04:50 PM,"yesss , ini hair mask kesukaanku bikin rambutku halus lembut gampang diatur dann gk bikin rambutku kasar dan megar dan varian ini lebih cocok ditipe rambut gelombangku , baunya yg harum banget meskipun dah 2 hari tetep harum dirambut , repurchase YESSSS karena aku cocok pakai ini ❤️"
rahmadewig,4,01-06-2021 11:51 AM,"coba-coba pake produk ini belinya sachet an dan aku pake dua kali pake dan keterangan kan setelah keramas baru pake ya, aku enggak pake produk ini dulu diemin 15 menit emang baunya aku gak terlalu suka baru bilas habis itu keramas dan udahnya rambut aku halus gitu enak"
zerrycooooo,5,31-05-2021 01:11 PM,"OMG suka banget! Rambutku tuh kering banget gara2 sering di cat tadinya terus aku rutin pake ini kek seminggu 2 kali dan skr rambutku udh halus dong gampang di atur,Meskipun aku cowo tapi ya lumayan lah untuk ukuran cowo rambutku termasuk panjang .Ini juga wanginya awet banget berhari hari rambutnya masih wangi yang mevvah gitu.Aku beli hang sachet di alfa berkali kali dan satu saset bisa 2-3 kali🥰😍"
Mauraarafah,5,30-05-2021 10:25 PM,karna aku pakenya gak rutin jadi blm keliatan hasilnya. tapi aku suka bgt sih sama varian ini Krn sesuai sama masalah rambut aku skrg. pertamakali pake wanginya sampe 2 hati gak ilang² tapi pemakaian selanjutnya wanginya nggak bertahan lama ( maksudnya gak se kuat pemakaian pertama ) . sampe skrg masih ada 2 sachet padahal dibeliinnya udah dari Oktober thn lalu wkwkwk.
Nurul97_az,5,24-05-2021 09:39 AM,"Wanginya enaak banget soft dan buat rambutku sehalus sutra. Teksturnya cream dibaurin dari kulit kepala sampai ujung rambut. Formulanya untuk menutrisi rambut dengan royal jelly. Yang aku rasakan rambutku jadi halus, lembut, mudah di atur. Dan mudah ditemukan dimana pun."
Teshare,5,22-05-2021 04:07 AM,"salah satu hair care yg lumayan the best menurutku karena aku selalu stock dirumah wanginya enak bgt bener kayak royal jelly, bikin lembab dan bikin halus rambut aku.. Makarizo sebenernya juga produk yg worth it lah yaa untuk dipakai, tidak meninggalkan efek gatal atau panas dikepala dan rambut terlihat lebih sehat aja ☺️🤗"
fachiraanindy,5,21-05-2021 07:21 AM,"SUKA BGT! abis pake ini tuh rambut jadi super halus dan lembut, terus wanginya awet bgt di rambutku. wanginya aku sangat suka, harum bgt 😍 aku gak nyangka ternyata hair products punya makarizo itu bagus semua 🥺😭 ini pertama kalinya aku pake produk makarizo dan sukak bgt, rambutku jd wangi. tp kl 3 hari gak keramas jd gampang lepek"
kittevil_,5,19-05-2021 11:37 PM,"hair creambath yang wanginya paling enak dan paling awetttt, seminggu aja masih wangiii rambutku hihi dan ampuh banget bikin rambut kering dan kembangku jadi jinak! lembab, lembut, halus, tapi ga lepek. sukaaa banget!! definitely repurchasing"
marvellafeli,5,18-05-2021 08:05 PM,"Beli sachet-an produk ini karena mau nyoba dulu hasil racun comment orang di TikTok :) Ternyata, hasilnya memuaskan! Langsung berasa rambut jadi lebih halus dan ga kering, terus wanginya juga enak. Satu sachet bisa dipake beberapa kali tergantung pemakaian, harganya juga affordable. So far, udah repurchase beberapa kali :D"
mayubilqis,3,18-05-2021 12:24 AM,"Varian makarizo yang paling sering aku pake karena rambutku sempet rusak parah garagara catok tiap hari. Di aku produk ini cukup bantu lembutin, tapiiiii dia juga bikin produksi minyak di kulit kepala makin cepet jadi gampang lepek apalagi aku seringnya pake hijab"
Deusevillian,5,14-05-2021 05:46 PM,"Hair mask pertamaku, muehehehe. Dia bagus banget buat orang yang rambutnya kering dan susah diatur kaya rambutku ini. Harganya murah dan bisa dicari dimana-mana, kualitasnya juga OK. Sejauh ini ga ada keluhan sih pas pake dia, aromanya juga enak banget, berasa lagi krimbat di salon 😂."
sausanalyataisir,5,14-05-2021 04:23 PM,I love this one produknya ga terlalu mahal tapi efeknya best banget rambut jadi halus terus gampang di atur dan buat rambut kering jadi lembab gitu aku pakai ini pas selesai ngecat rambut sama sekali ga kering rambutnya terus wanginnya juga tahan lama jadinnya ga bauk cat rambut deh
celiney,4,14-05-2021 01:55 PM,actually ini baunya enak dan emang tahan berhari hari gitu. dan yang aku suka ini creambath tp cukup didieminnya bentar jadi ga ribet. afternya memang rambut halusan berasanya. untuk pemakaian rutin jangka panjang belum tau soalnya sering lupa pakai 🤣
Bidadari_cantik,3,09-05-2021 08:40 AM,"Udah 2x pakai ini dan menurutku ini ga recommend gais buat kalian yang bener bener punya rambut kering dan kasar krn ini bikin kusut gitu ga seberapa halus, bahkan masih lebih halus conditioner menurutku saran klo rambut rusak pake hair mask aja krn creambath itu buat org yg pny rambut masih sehat krn cm menutrisi aja. FYI ak udh nyoba semua varian dan hasilnya sama"
Rr_Asfarina02,5,07-05-2021 04:31 PM,"Diaku produk ini membuat rambutku jadi lembut, gak kering dan ternutrisi. Aromanya segar bertahan sekitar 2 hari di terik matahari. Teksturnya cream thick. Harganya terjangkau bisa berkali-kali pakai😊"
linataurian,3,06-05-2021 10:01 AM,"udah lama banget ngabisin ini gak abis2 wanginya enak sih, abis pake pun jadi lembut tapi setauku gak ada perubahan terlalu mencolok dari hairmask ini. mungkin cumaa seneng efek alus aja sementara abis itu kalau pas rambut kering balik kagi kayak singa wkwk"
Greyhoneydew,4,05-05-2021 04:11 PM,"suka banget sama produk makarizo apa aja, tapi cobain varian yang ini kurang harumnya dibanding yg varian lain. mungkin karena aroma gingsengnya atau memang tidak seperti formula yang lainnya yang fragrancenya bisa tahan beberapa hari di rambut. tapi aku tetap suka dengan teksture dan fungsinya.."
yuniputriasani,3,03-05-2021 06:44 AM,"Hair mask yang murah dan mudah dijangkau. Aku suka ini karena wanginya enak dan tahan lama banget. Selain itu, bikin rambut aku jadi makin halus dan mudah diatur. Rambut aku jadi lumayan tebel pake inii !!"
annisaullya,5,02-05-2021 10:30 AM,"Ini masker jadul dari smp ampe sekarang hahaha. Bagus banget buat rambut kering kek aku. Jadi lembuy banget kalo make ini, harum banget. Ini varian fav aku. Harganya juga murah. Selalu nyetok ini sih di rumah taoi yg sachetan gitu. Kalo beli yg botol kaya susah naker nya jadi nya lebih boros buat aku"
kikifirdia,4,29-04-2021 04:22 AM,"suka sama wanginya yang gak eneg dan awet buat beberapa hari, isinya juga banyak jadi awet buat untuk beberapa bulan pemakaian. untuk melembutkan masih biasa aja tapi gak jelek juga, buat tipe rambutku yang tebal dan ngembang masih kurang buat ngempesin."
Vhisnu,5,28-04-2021 03:29 PM,"Wanginya sukaa banget..gabisa dijelasin..agak manis lembut gtu aromanya. dan setelah pake efek dirambut jadi lembut banget, ga kayak singa😂.kadang ada produk yg bkin lembut di rambut tapi kering..nah makarizo ini engga.suka banget. biasanya beli yg sachet sih😌bisa mix sama yg aroma melon jg."
seiraloyard,3,27-04-2021 08:57 AM,"Baunya enak sih, untuk yg sachet juga murah. Cuma di aku kok gak begitu ngaruh. Rambutku itu tipe kering dan ngembang, pake ini masih sama aja. Malah bikin lepek kayak berminyak gitu, emang gak cocok atau aku yg salah pake yaa"
EMM,2,24-04-2021 11:48 AM,"baunya siih enakk banget. tapiiii di aku ga cocok.. rambut aku tipe kering dan ngembang kayak singa. abis pake ini, tetep kering dan tetep kayak singa. yaaa, plusnya lebih wangi aja sihh. repurchase? nooo.. udah cocok sama produk sebelahh"
Sayasti,5,22-04-2021 07:45 AM,"hair mask yang tifak pernah bohong sama claimnya. sudah pernah coba brand lain yang mengandung honey juga tapi belum nemu yang selembut ini hasilnya. bener bener ngelemhutin rambut sampai rambut yang sudah diwarnai pun ikut lebih halis. aku saranin juga ke adik aku soalnya dia rambutnya ngembang, jadinya dia juga suka bangeet"
Rafahendiansyah,5,20-04-2021 02:44 PM,"ini aku pakai sebagai pengganti conditioner. suka sama hasilnya, krn lebih bagus dibandingkan dg pakai conditioner. rambut jauh lebih halus, berasa ringan rambut nya, pas dikeringin rambut jd mudah di rapihin, wanginya juga enak bahkan lebih enak dari yg variant kiwi. harga nya juga murah bgt."
Liarizkiutami,5,19-04-2021 01:39 AM,"produk creambath pertama dari jaman sekolah, wanginya itu loh enak bgt dan tahan lama, teksturnya gentle apalagi sebelum dipake disimpen dulu dikulkas, waaaaaah enak bgt sensansinya dikulit kepala adem, hasilnya bikin rambut halusssssss bgt"
atrisri,5,17-04-2021 03:13 PM,SUKA BANGET ASTAGAAA... harumnya itutuhh beehhh... bikin pgn nyiumin rambut terusss... setelah creambath pakai ini rambut jadi lurus lembut haluss... rasanya seperti jadi duta shampo. HUAHAHAHA... pokoknya terbaik sihh ini.. kalo bisa aku kasih bintang tujuhhh wkwkwkwkw tp takut ntar jd masuk angin (wkwkwk apasi?)
meistaan,5,14-04-2021 06:24 AM,"comfort product aku untuk hair mask. pake ini udah lamaa banget dari jaman smp/sma kayaknya. yang aku suka dari produk ini karena gaperlu nunggu lama untuk bilas, dan kerasa banget setelah pemakaian rambut langsung lembut! pasti akan selalu repurchase"
Shellaavida,5,14-04-2021 04:42 AM,"creambath favorite aku dari jaman aku SMP. bagusssss banget efeknya di rambutku dan bener-bener bantu memperbaiki masalah rambut aku banget, pas SMP gak tau kenapa rambut aku sempet bercabang karena aku suka iseng warnain rambut dan di rumah suka iseng-iseng catok rambut tanpa pakai heatprotec dan vitamin rambut al hasil bercabang semua rambut aku, akhirnya aku rutin creambath seminggu 2 kali pake makarizo yang varian ini dan di bantu rutin potong ujung-unjung rambutnya, dalam waktu 3 bulan rambut aku normal dan kembali sehat lagi, lembut plus gak terlalu ngembang, pokoknya aku ga akan berpaling ke creambath yang merk lain sampe sekarang"
Faradhiyaa_,4,13-04-2021 05:51 AM,"Wanginya enak banget, dan bikin rambutku jadi lembut kalo abis dikeringin. Aku beli yang 500 gr dan awet dipake 1-2 bulan. Harganya masih termasuk affordable sih menurutku, karena isinya juga banyak. Di keterangannya sih sambil dipijit bentar, dan biasanya aku diemin sampe 10 menit dulu baru dibilas."
tiwiusagi,5,12-04-2021 03:25 AM,Salah satu hair care yang aku pakai disaat rambutku rusak karena bleaching. Memutuskan untuk beli yang kemasan jar isi 500gr karena ngerasa cocok setelah nyoba yang sachet-an. Untuk teksturnya creamy padat jadi kalo ngambil gak meluber kemana-mana. Untuk aromanya wangi royal jelly enak banget wanginya manis tapi gak bikin eneg. Aku pakai ini seminggu dua kali dan hasil instant yang aku rasain selain rambut wangi juga bikin rambut terasa halus. Dan setelah pemakaian rutin baru terlihat rambut bercabang hampir berkurang. Menurutku untuk harganya juga terjangkau dengan isi yang banyak satu jar ini bisa kepakai kurang lebih 1-2 bulanan tergantung pemakaian. Wajib banget repurchase agar rambut terjaga kesehatannya. Luvvv banget sama produk ini.
Pudjeeey,5,11-04-2021 06:02 PM,Lagi seneng bgt maakeran pakai hair mask makarizo. Wanginyaaaaa enak bgt wangi royal jelly gt. Bikin lembut juga karana rambut aku itu kering dan rusak akibat catok & pewarnaan rambut. Tp so far lebih bgs lg kalau dimaskerkam menggunakan handuk hangat
ayasseijuro,5,08-04-2021 01:12 PM,"Sukaaa banget sama hair mask ini. Awal2 pakai dulu selalu pakai anduk hangat, tapi kan ribet ya, jadinya udah gak pernah pakai anduk hangat lagi, cm didiemin aja beberapa menit sebekum dibilas. Aku suka dg teksturnya yang creamy bgt, lembut dan nudah diratakan. Wanginya supeeeer enak. Apalagi yg royal jelly, wanginya manis kaya di salon-salon. Efek setelah pakai ini, rambut kerasa lembuuut banget. Selain itu juga rambut kerasa jatuh dan mudah diatur. Biasanya kalau keramas doang, rambut gak akan selembut itu. Terus wanginya juga tahan lama, bisa sampai udah kering masih tetep wangi."
Clarentia01_,4,07-04-2021 08:16 AM,"awalnya iseng beli varian ini, enak sih aromanyaa, gampang dibilas juga kalo udah dipake. abis pake ini rambut auto halus dan lembut sih,cocok buat rambut yang kering atau rambut rusak. tapi aku ganti ke varian aloe vera karena mau mengurangi kerontokan rambut"
